"year","school","conference","association","sport_label","men_revenue","women_revenue","total_revenue"
"2010-2011","Cleveland State University","Other","NCAA Division I-AAA","Non Football-Basketball",1942755,2297369,4240124
"2010-2011","Coastal Carolina University","Other","NCAA Division I-AA","Basketball",1247650,950497,2198147
"2010-2011","Coastal Carolina University","Other","NCAA Division I-AA","Football",3876005,0,3876005
"2010-2011","Coastal Carolina University","Other","NCAA Division I-AA","Non Football-Basketball",2652427,2659044,5311471
"2010-2011","Coe College","Other","NCAA Division III","Basketball",121379,98789,220168
"2010-2011","Coe College","Other","NCAA Division III","Football",272955,0,272955
"2010-2011","Coe College","Other","NCAA Division III","Non Football-Basketball",396567,315331,711898
"2010-2011","Coker College","Other","NCAA Division II","Basketball",246489,167307,413796
"2010-2011","Coker College","Other","NCAA Division II","Non Football-Basketball",617576,516470,1134046
"2010-2011","Colby College","Other","NCAA Division III","Basketball",209734,134533,344267
"2010-2011","Colby College","Other","NCAA Division III","Football",311037,0,311037
"2010-2011","Colby College","Other","NCAA Division III","Non Football-Basketball",1125310,1400983,2526293
"2010-2011","Colby-Sawyer College","Other","NCAA Division III","Basketball",113863,100704,214567
"2010-2011","Colby-Sawyer College","Other","NCAA Division III","Non Football-Basketball",341981,356130,698111
"2010-2011","Colgate University","Other","NCAA Division I-AA","Basketball",1173338,1308755,2482093
"2010-2011","Colgate University","Other","NCAA Division I-AA","Football",4530358,0,4530358
"2010-2011","Colgate University","Other","NCAA Division I-AA","Non Football-Basketball",3724486,5638935,9363421
"2010-2011","College of Charleston","Other","NCAA Division I-AAA","Basketball",1682606,1041326,2723932
"2010-2011","College of Charleston","Other","NCAA Division I-AAA","Non Football-Basketball",2594100,3340813,5934913
"2010-2011","College of Mount Saint Joseph","Other","NCAA Division III","Basketball",149971,95563,245534
"2010-2011","College of Mount Saint Joseph","Other","NCAA Division III","Football",346410,0,346410
"2010-2011","College of Mount Saint Joseph","Other","NCAA Division III","Non Football-Basketball",563409,396375,959784
"2010-2011","College of Mount Saint Vincent","Other","NCAA Division III","Basketball",74204,51372,125576
"2010-2011","College of Mount Saint Vincent","Other","NCAA Division III","Non Football-Basketball",240165,180435,420600
"2010-2011","College of Notre Dame","Other","NCAA Division II","Basketball",196622,153064,349686
"2010-2011","College of Notre Dame","Other","NCAA Division II","Non Football-Basketball",427063,461752,888815
"2010-2011","College of Our Lady of The Elms","Other","NCAA Division III","Basketball",66417,51652,118069
"2010-2011","College of Our Lady of The Elms","Other","NCAA Division III","Non Football-Basketball",149846,184921,334767
"2010-2011","College of Saint Elizabeth","Other","NCAA Division III","Basketball",0,49401,49401
"2010-2011","College of Saint Elizabeth","Other","NCAA Division III","Non Football-Basketball",0,197600,197600
"2010-2011","College of William and Mary","Other","NCAA Division I-AA","Basketball",1323855,389319,1713174
"2010-2011","College of William and Mary","Other","NCAA Division I-AA","Football",3950897,0,3950897
"2010-2011","College of William and Mary","Other","NCAA Division I-AA","Non Football-Basketball",1845638,2926050,4771688
"2010-2011","College of Wooster","Other","NCAA Division III","Basketball",232620,81916,314536
"2010-2011","College of Wooster","Other","NCAA Division III","Football",262322,0,262322
"2010-2011","College of Wooster","Other","NCAA Division III","Non Football-Basketball",466470,527166,993636
"2010-2011","College of the Holy Cross","Other","NCAA Division I-AA","Basketball",1687489,1284077,2971566
"2010-2011","College of the Holy Cross","Other","NCAA Division I-AA","Football",3792741,0,3792741
"2010-2011","College of the Holy Cross","Other","NCAA Division I-AA","Non Football-Basketball",2564181,3334054,5898235
"2010-2011","Colorado Christian University","Other","NCAA Division II","Basketball",240726,285363,526089
"2010-2011","Colorado Christian University","Other","NCAA Division II","Non Football-Basketball",440500,470643,911143
"2010-2011","Colorado College","Other","NCAA Division III","Basketball",152813,154895,307708
"2010-2011","Colorado College","Other","NCAA Division III","Non Football-Basketball",3695445,1509776,5205221
"2010-2011","Colorado Mesa University","Other","NCAA Division II","Basketball",329344,317413,646757
"2010-2011","Colorado Mesa University","Other","NCAA Division II","Football",875095,0,875095
"2010-2011","Colorado Mesa University","Other","NCAA Division II","Non Football-Basketball",1169797,1339947,2509744
"2010-2011","Colorado School of Mines","Other","NCAA Division II","Basketball",459767,390619,850386
"2010-2011","Colorado School of Mines","Other","NCAA Division II","Football",1404449,0,1404449
"2010-2011","Colorado School of Mines","Other","NCAA Division II","Non Football-Basketball",1169854,845793,2015647
"2010-2011","Colorado State University","Other","NCAA Division I-A","Basketball",2342597,1254516,3597113
"2010-2011","Colorado State University","Other","NCAA Division I-A","Football",7744375,0,7744375
"2010-2011","Colorado State University","Other","NCAA Division I-A","Non Football-Basketball",410676,3630836,4041512
"2010-2011","Colorado State University-Pueblo","Other","NCAA Division II","Basketball",345505,339268,684773
"2010-2011","Colorado State University-Pueblo","Other","NCAA Division II","Football",1130720,0,1130720
"2010-2011","Colorado State University-Pueblo","Other","NCAA Division II","Non Football-Basketball",719382,713636,1433018
"2010-2011","Columbia University in the City of New York","Other","NCAA Division I-AA","Basketball",806941,680587,1487528
"2010-2011","Columbia University in the City of New York","Other","NCAA Division I-AA","Football",2670238,0,2670238
"2010-2011","Columbia University in the City of New York","Other","NCAA Division I-AA","Non Football-Basketball",3156069,3013494,6169563
"2010-2011","Columbus State University","Other","NCAA Division II","Basketball",318578,317323,635901
"2010-2011","Columbus State University","Other","NCAA Division II","Non Football-Basketball",732641,890610,1623251
"2010-2011","Concord University","Other","NCAA Division II","Basketball",180242,238379,418621
"2010-2011","Concord University","Other","NCAA Division II","Football",1208280,0,1208280
"2010-2011","Concord University","Other","NCAA Division II","Non Football-Basketball",353274,399227,752501
"2010-2011","Concordia College","Other","NCAA Division II","Basketball",287800,189775,477575
"2010-2011","Concordia College","Other","NCAA Division II","Non Football-Basketball",1050959,1028877,2079836
"2010-2011","Concordia College At Moorhead","Other","NCAA Division III","Basketball",143053,113268,256321
"2010-2011","Concordia College At Moorhead","Other","NCAA Division III","Football",362467,0,362467
"2010-2011","Concordia College At Moorhead","Other","NCAA Division III","Non Football-Basketball",460368,487263,947631
"2010-2011","Concordia University","Other","NCAA Division II","Basketball",445528,429907,875435
"2010-2011","Concordia University","Other","NCAA Division II","Football",1169385,0,1169385
"2010-2011","Concordia University","Other","NCAA Division II","Non Football-Basketball",473576,1034757,1508333
"2010-2011","Concordia University Texas","Other","NCAA Division III","Basketball",132786,96062,228848
"2010-2011","Concordia University Texas","Other","NCAA Division III","Non Football-Basketball",388627,350963,739590
"2010-2011","Concordia University-Chicago","Other","NCAA Division III","Basketball",141324,101457,242781
"2010-2011","Concordia University-Chicago","Other","NCAA Division III","Football",369470,0,369470
"2010-2011","Concordia University-Chicago","Other","NCAA Division III","Non Football-Basketball",542647,459256,1001903
"2010-2011","Concordia University-Wisconsin","Other","NCAA Division III","Basketball",73423,97232,170655
"2010-2011","Concordia University-Wisconsin","Other","NCAA Division III","Football",330630,0,330630
"2010-2011","Concordia University-Wisconsin","Other","NCAA Division III","Non Football-Basketball",618749,515659,1134408
"2010-2011","Connecticut College","Other","NCAA Division III","Basketball",138444,125286,263730
"2010-2011","Connecticut College","Other","NCAA Division III","Non Football-Basketball",1095560,1216956,2312516
"2010-2011","Coppin State University","Other","NCAA Division I-AAA","Basketball",887999,446370,1334369
"2010-2011","Coppin State University","Other","NCAA Division I-AAA","Non Football-Basketball",161863,649050,810913
"2010-2011","Cornell College","Other","NCAA Division III","Basketball",122700,124970,247670
"2010-2011","Cornell College","Other","NCAA Division III","Football",324748,0,324748
"2010-2011","Cornell College","Other","NCAA Division III","Non Football-Basketball",432292,339456,771748
"2010-2011","Cornell University","Other","NCAA Division I-AA","Basketball",741715,584583,1326298
"2010-2011","Cornell University","Other","NCAA Division I-AA","Football",2581841,0,2581841
"2010-2011","Cornell University","Other","NCAA Division I-AA","Non Football-Basketball",5369069,3556549,8925618
"2010-2011","Covenant College","Other","NCAA Division III","Basketball",129916,98840,228756
"2010-2011","Covenant College","Other","NCAA Division III","Non Football-Basketball",430269,440102,870371
"2010-2011","Creighton University","Other","NCAA Division I-AAA","Basketball",4771088,1025500,5796588
"2010-2011","Creighton University","Other","NCAA Division I-AAA","Non Football-Basketball",2562686,2670458,5233144
"2010-2011","Crown College","Other","NCAA Division III","Basketball",70102,72822,142924
"2010-2011","Crown College","Other","NCAA Division III","Football",222023,0,222023
"2010-2011","Crown College","Other","NCAA Division III","Non Football-Basketball",139652,154742,294394
"2010-2011","Cuny Bernard M Baruch College","Other","NCAA Division III","Basketball",55000,37000,92000
"2010-2011","Cuny Bernard M Baruch College","Other","NCAA Division III","Non Football-Basketball",143500,126000,269500
"2010-2011","Cuny Brooklyn College","Other","NCAA Division III","Basketball",44081,42692,86773
"2010-2011","Cuny Brooklyn College","Other","NCAA Division III","Non Football-Basketball",95433,104547,199980
"2010-2011","Cuny City College","Other","NCAA Division III","Basketball",21182,18554,39736
"2010-2011","Cuny City College","Other","NCAA Division III","Non Football-Basketball",142548,124823,267371
"2010-2011","Cuny College of Staten Island","Other","NCAA Division III","Basketball",47463,65616,113079
"2010-2011","Cuny College of Staten Island","Other","NCAA Division III","Non Football-Basketball",143049,132541,275590
"2010-2011","Cuny Hunter College","Other","NCAA Division III","Basketball",20809,20832,41641
"2010-2011","Cuny Hunter College","Other","NCAA Division III","Non Football-Basketball",96168,92873,189041
"2010-2011","Cuny John Jay College of Criminal Justice","Other","NCAA Division III","Basketball",20005,27771,47776
"2010-2011","Cuny John Jay College of Criminal Justice","Other","NCAA Division III","Non Football-Basketball",136460,94878,231338
"2010-2011","Cuny Lehman College","Other","NCAA Division III","Basketball",46949,67189,114138
"2010-2011","Cuny Lehman College","Other","NCAA Division III","Non Football-Basketball",103260,65104,168364
"2010-2011","Cuny Medgar Evers College","Other","NCAA Division III","Basketball",34531,33022,67553
"2010-2011","Cuny Medgar Evers College","Other","NCAA Division III","Non Football-Basketball",29980,32113,62093
"2010-2011","Cuny Queens College","Other","NCAA Division II","Basketball",224299,205801,430100
"2010-2011","Cuny Queens College","Other","NCAA Division II","Non Football-Basketball",651007,930351,1581358
"2010-2011","Cuny York College","Other","NCAA Division III","Basketball",48654,35327,83981
"2010-2011","Cuny York College","Other","NCAA Division III","Non Football-Basketball",82137,73616,155753
"2010-2011","Curry College","Other","NCAA Division III","Basketball",40784,44478,85262
"2010-2011","Curry College","Other","NCAA Division III","Football",276775,0,276775
"2010-2011","Curry College","Other","NCAA Division III","Non Football-Basketball",386294,231579,617873
"2010-2011","D'Youville College","Other","NCAA Division III","Basketball",41760,43643,85403
"2010-2011","D'Youville College","Other","NCAA Division III","Non Football-Basketball",108952,133413,242365
"2010-2011","Dallas Baptist University","Other","NCAA Division II","Basketball",614731,0,614731
"2010-2011","Dallas Baptist University","Other","NCAA Division II","Non Football-Basketball",1256839,1312248,2569087
"2010-2011","Daniel Webster College","Other","NCAA Division III","Basketball",71085,67955,139040
"2010-2011","Daniel Webster College","Other","NCAA Division III","Non Football-Basketball",235259,194444,429703
"2010-2011","Dartmouth College","Other","NCAA Division I-AA","Basketball",895642,729608,1625250
"2010-2011","Dartmouth College","Other","NCAA Division I-AA","Football",2739203,0,2739203
"2010-2011","Dartmouth College","Other","NCAA Division I-AA","Non Football-Basketball",4188061,3431606,7619667
"2010-2011","Davidson College","Other","NCAA Division I-AA","Basketball",1542837,1074518,2617355
"2010-2011","Davidson College","Other","NCAA Division I-AA","Football",745703,0,745703
"2010-2011","Davidson College","Other","NCAA Division I-AA","Non Football-Basketball",1642632,1960378,3603010
"2010-2011","Davis and Elkins College","Other","NCAA Division II","Basketball",264623,222007,486630
"2010-2011","Davis and Elkins College","Other","NCAA Division II","Non Football-Basketball",660457,594108,1254565
"2010-2011","Defiance College","Other","NCAA Division III","Basketball",165343,99303,264646
"2010-2011","Defiance College","Other","NCAA Division III","Football",337323,0,337323
"2010-2011","Defiance College","Other","NCAA Division III","Non Football-Basketball",359776,372965,732741
"2010-2011","Delaware State University","Other","NCAA Division I-AA","Basketball",1621332,1122657,2743989
"2010-2011","Delaware State University","Other","NCAA Division I-AA","Football",2740533,0,2740533
"2010-2011","Delaware State University","Other","NCAA Division I-AA","Non Football-Basketball",502643,2455092,2957735
"2010-2011","Delaware Valley College","Other","NCAA Division III","Basketball",88521,80553,169074
"2010-2011","Delaware Valley College","Other","NCAA Division III","Football",470037,0,470037
"2010-2011","Delaware Valley College","Other","NCAA Division III","Non Football-Basketball",164113,122288,286401
"2010-2011","Delta State University","Other","NCAA Division II","Basketball",427607,395859,823466
"2010-2011","Delta State University","Other","NCAA Division II","Football",1234117,0,1234117
"2010-2011","Delta State University","Other","NCAA Division II","Non Football-Basketball",953140,727056,1680196
"2010-2011","Denison University","Other","NCAA Division III","Basketball",141897,161515,303412
"2010-2011","Denison University","Other","NCAA Division III","Football",324450,0,324450
"2010-2011","Denison University","Other","NCAA Division III","Non Football-Basketball",871303,846258,1717561
"2010-2011","Depaul University","Other","NCAA Division I-AAA","Basketball",6467709,2605684,9073393
"2010-2011","Depaul University","Other","NCAA Division I-AAA","Non Football-Basketball",1423308,3061120,4484428
"2010-2011","Depauw University","Other","NCAA Division III","Basketball",180364,202707,383071
"2010-2011","Depauw University","Other","NCAA Division III","Football",431413,0,431413
"2010-2011","Depauw University","Other","NCAA Division III","Non Football-Basketball",399921,588084,988005
"2010-2011","Desales University","Other","NCAA Division III","Basketball",122911,90748,213659
"2010-2011","Desales University","Other","NCAA Division III","Non Football-Basketball",267488,222533,490021
"2010-2011","Dickinson College","Other","NCAA Division III","Basketball",82306,78897,161203
"2010-2011","Dickinson College","Other","NCAA Division III","Football",200024,0,200024
"2010-2011","Dickinson College","Other","NCAA Division III","Non Football-Basketball",443563,466521,910084
"2010-2011","Dixie State College of Utah","Other","NCAA Division II","Basketball",416475,354140,770615
"2010-2011","Dixie State College of Utah","Other","NCAA Division II","Football",838673,0,838673
"2010-2011","Dixie State College of Utah","Other","NCAA Division II","Non Football-Basketball",681227,685600,1366827
"2010-2011","Dominican College of Blauvelt","Other","NCAA Division II","Basketball",300503,301052,601555
"2010-2011","Dominican College of Blauvelt","Other","NCAA Division II","Non Football-Basketball",839583,727107,1566690
"2010-2011","Dominican University","Other","NCAA Division III","Basketball",111039,89329,200368
"2010-2011","Dominican University","Other","NCAA Division III","Non Football-Basketball",379989,362333,742322
"2010-2011","Dominican University of California","Other","NCAA Division II","Basketball",408363,287318,695681
"2010-2011","Dominican University of California","Other","NCAA Division II","Non Football-Basketball",476573,639015,1115588
"2010-2011","Dowling College","Other","NCAA Division II","Basketball",379454,418663,798117
"2010-2011","Dowling College","Other","NCAA Division II","Non Football-Basketball",1489127,1473123,2962250
"2010-2011","Drake University","Other","NCAA Division I-AA","Basketball",2026579,1110700,3137279
"2010-2011","Drake University","Other","NCAA Division I-AA","Football",1092034,0,1092034
"2010-2011","Drake University","Other","NCAA Division I-AA","Non Football-Basketball",1113225,2378438,3491663
"2010-2011","Drew University","Other","NCAA Division III","Basketball",114023,97289,211312
"2010-2011","Drew University","Other","NCAA Division III","Non Football-Basketball",585164,576490,1161654
"2010-2011","Drexel University","Other","NCAA Division I-AAA","Basketball",2186941,1672992,3859933
"2010-2011","Drexel University","Other","NCAA Division I-AAA","Non Football-Basketball",4153805,4660018,8813823
"2010-2011","Drury University","Other","NCAA Division II","Basketball",677024,617981,1295005
"2010-2011","Drury University","Other","NCAA Division II","Non Football-Basketball",1811511,2108531,3920042
"2010-2011","Duke University","Atlantic Coast Conference","NCAA Division I-A","Basketball",28917329,2590398,31507727
"2010-2011","Duke University","Atlantic Coast Conference","NCAA Division I-A","Football",18243589,0,18243589
"2010-2011","Duke University","Atlantic Coast Conference","NCAA Division I-A","Non Football-Basketball",5014150,7619187,12633337
"2010-2011","Duquesne University","Other","NCAA Division I-AA","Basketball",2928573,1649555,4578128
"2010-2011","Duquesne University","Other","NCAA Division I-AA","Football",1875955,0,1875955
"2010-2011","Duquesne University","Other","NCAA Division I-AA","Non Football-Basketball",623129,2954003,3577132
"2010-2011","Earlham College","Other","NCAA Division III","Basketball",93553,74387,167940
"2010-2011","Earlham College","Other","NCAA Division III","Football",212219,0,212219
"2010-2011","Earlham College","Other","NCAA Division III","Non Football-Basketball",281306,349976,631282
"2010-2011","East Carolina University","Other","NCAA Division I-A","Basketball",2565285,1903776,4469061
"2010-2011","East Carolina University","Other","NCAA Division I-A","Football",10813850,0,10813850
"2010-2011","East Carolina University","Other","NCAA Division I-A","Non Football-Basketball",2753361,5111526,7864887
"2010-2011","East Central University","Other","NCAA Division II","Basketball",205641,171667,377308
"2010-2011","East Central University","Other","NCAA Division II","Football",660391,0,660391
"2010-2011","East Central University","Other","NCAA Division II","Non Football-Basketball",365238,615070,980308
"2010-2011","East Stroudsburg University of Pennsylvania","Other","NCAA Division II","Basketball",335664,251111,586775
"2010-2011","East Stroudsburg University of Pennsylvania","Other","NCAA Division II","Football",767182,0,767182
"2010-2011","East Stroudsburg University of Pennsylvania","Other","NCAA Division II","Non Football-Basketball",586255,1178698,1764953
"2010-2011","East Tennessee State University","Other","NCAA Division I-AAA","Basketball",1945000,1080000,3025000
"2010-2011","East Tennessee State University","Other","NCAA Division I-AAA","Non Football-Basketball",1672000,2012000,3684000
"2010-2011","East Texas Baptist University","Other","NCAA Division III","Basketball",147150,160306,307456
"2010-2011","East Texas Baptist University","Other","NCAA Division III","Football",591675,0,591675
"2010-2011","East Texas Baptist University","Other","NCAA Division III","Non Football-Basketball",285325,393354,678679
"2010-2011","Eastern Connecticut State University","Other","NCAA Division III","Basketball",119413,125535,244948
"2010-2011","Eastern Connecticut State University","Other","NCAA Division III","Non Football-Basketball",294829,383356,678185
"2010-2011","Eastern Illinois University","Other","NCAA Division I-AA","Basketball",672735,414635,1087370
"2010-2011","Eastern Illinois University","Other","NCAA Division I-AA","Football",2133764,0,2133764
"2010-2011","Eastern Illinois University","Other","NCAA Division I-AA","Non Football-Basketball",917412,1227593,2145005
"2010-2011","Eastern Kentucky University","Other","NCAA Division I-AA","Basketball",1267790,931742,2199532
"2010-2011","Eastern Kentucky University","Other","NCAA Division I-AA","Football",2929699,0,2929699
"2010-2011","Eastern Kentucky University","Other","NCAA Division I-AA","Non Football-Basketball",1084638,2187553,3272191
"2010-2011","Eastern Mennonite University","Other","NCAA Division III","Basketball",121997,80640,202637
"2010-2011","Eastern Mennonite University","Other","NCAA Division III","Non Football-Basketball",209118,218745,427863
"2010-2011","Eastern Michigan University","Other","NCAA Division I-A","Basketball",1368912,1039134,2408046
"2010-2011","Eastern Michigan University","Other","NCAA Division I-A","Football",6623257,0,6623257
"2010-2011","Eastern Michigan University","Other","NCAA Division I-A","Non Football-Basketball",1996481,4089778,6086259
"2010-2011","Eastern Nazarene College","Other","NCAA Division III","Basketball",86273,68099,154372
"2010-2011","Eastern Nazarene College","Other","NCAA Division III","Non Football-Basketball",158051,153370,311421
"2010-2011","Eastern New Mexico University","Other","NCAA Division II","Basketball",303215,309211,612426
"2010-2011","Eastern New Mexico University","Other","NCAA Division II","Football",648632,0,648632
"2010-2011","Eastern New Mexico University","Other","NCAA Division II","Non Football-Basketball",456819,585651,1042470
"2010-2011","Eastern University","Other","NCAA Division III","Basketball",87229,51314,138543
"2010-2011","Eastern University","Other","NCAA Division III","Non Football-Basketball",263983,317163,581146
"2010-2011","Eastern Washington University","Other","NCAA Division I-AA","Basketball",1014110,926999,1941109
"2010-2011","Eastern Washington University","Other","NCAA Division I-AA","Football",2551347,0,2551347
"2010-2011","Eastern Washington University","Other","NCAA Division I-AA","Non Football-Basketball",386236,2350490,2736726
"2010-2011","Eckerd College","Other","NCAA Division II","Basketball",605162,423354,1028516
"2010-2011","Eckerd College","Other","NCAA Division II","Non Football-Basketball",751226,804665,1555891
"2010-2011","Edgewood College","Other","NCAA Division III","Basketball",122867,100055,222922
"2010-2011","Edgewood College","Other","NCAA Division III","Non Football-Basketball",287772,321398,609170
"2010-2011","Edinboro University of Pennsylvania","Other","NCAA Division II","Basketball",415937,465532,881469
"2010-2011","Edinboro University of Pennsylvania","Other","NCAA Division II","Football",853755,0,853755
"2010-2011","Edinboro University of Pennsylvania","Other","NCAA Division II","Non Football-Basketball",643519,1122872,1766391
"2010-2011","Elizabeth City State University","Other","NCAA Division II","Basketball",308724,274596,583320
"2010-2011","Elizabeth City State University","Other","NCAA Division II","Football",682396,0,682396
"2010-2011","Elizabeth City State University","Other","NCAA Division II","Non Football-Basketball",140631,289876,430507
"2010-2011","Elizabethtown College","Other","NCAA Division III","Basketball",103755,124358,228113
"2010-2011","Elizabethtown College","Other","NCAA Division III","Non Football-Basketball",441059,329977,771036
"2010-2011","Elmhurst College","Other","NCAA Division III","Basketball",173867,176353,350220
"2010-2011","Elmhurst College","Other","NCAA Division III","Football",388754,0,388754
"2010-2011","Elmhurst College","Other","NCAA Division III","Non Football-Basketball",429872,654522,1084394
"2010-2011","Elmira College","Other","NCAA Division III","Basketball",109032,101647,210679
"2010-2011","Elmira College","Other","NCAA Division III","Non Football-Basketball",541324,602212,1143536
"2010-2011","Elon University","Other","NCAA Division I-AA","Basketball",1263840,1113311,2377151
"2010-2011","Elon University","Other","NCAA Division I-AA","Football",3893637,0,3893637
"2010-2011","Elon University","Other","NCAA Division I-AA","Non Football-Basketball",2226844,2624904,4851748
"2010-2011","Emerson College","Other","NCAA Division III","Basketball",92750,86350,179100
"2010-2011","Emerson College","Other","NCAA Division III","Non Football-Basketball",158050,272650,430700
"2010-2011","Emmanuel College","Other","NCAA Division III","Basketball",86400,112562,198962
"2010-2011","Emmanuel College","Other","NCAA Division III","Non Football-Basketball",123728,226276,350004
"2010-2011","Emory University","Other","NCAA Division III","Basketball",450791,310030,760821
"2010-2011","Emory University","Other","NCAA Division III","Non Football-Basketball",1145558,1256681,2402239
"2010-2011","Emory and Henry College","Other","NCAA Division III","Basketball",123037,98601,221638
"2010-2011","Emory and Henry College","Other","NCAA Division III","Football",498693,0,498693
"2010-2011","Emory and Henry College","Other","NCAA Division III","Non Football-Basketball",276203,275132,551335
"2010-2011","Emporia State University","Other","NCAA Division II","Basketball",372625,374115,746740
"2010-2011","Emporia State University","Other","NCAA Division II","Football",988995,0,988995
"2010-2011","Emporia State University","Other","NCAA Division II","Non Football-Basketball",247231,565647,812878
"2010-2011","Endicott College","Other","NCAA Division III","Basketball",87141,58428,145569
"2010-2011","Endicott College","Other","NCAA Division III","Football",231384,0,231384
"2010-2011","Endicott College","Other","NCAA Division III","Non Football-Basketball",431477,437928,869405
"2010-2011","Erskine College and Seminary","Other","NCAA Division II","Basketball",334396,207958,542354
"2010-2011","Erskine College and Seminary","Other","NCAA Division II","Non Football-Basketball",709256,932736,1641992
"2010-2011","Eureka College","Other","NCAA Division III","Basketball",58476,32881,91357
"2010-2011","Eureka College","Other","NCAA Division III","Football",175779,0,175779
"2010-2011","Eureka College","Other","NCAA Division III","Non Football-Basketball",67959,83192,151151
"2010-2011","Fairfield University","Other","NCAA Division I-AAA","Basketball",2229433,1489600,3719033
"2010-2011","Fairfield University","Other","NCAA Division I-AAA","Non Football-Basketball",3087274,3689541,6776815
"2010-2011","Fairleigh Dickinson University-College at Florham","Other","NCAA Division III","Basketball",85579,65293,150872
"2010-2011","Fairleigh Dickinson University-College at Florham","Other","NCAA Division III","Football",272279,0,272279
"2010-2011","Fairleigh Dickinson University-College at Florham","Other","NCAA Division III","Non Football-Basketball",258316,394672,652988
"2010-2011","Fairleigh Dickinson University-Metropolitan Campus","Other","NCAA Division I-AAA","Basketball",1166445,1787254,2953699
"2010-2011","Fairleigh Dickinson University-Metropolitan Campus","Other","NCAA Division I-AAA","Non Football-Basketball",3182159,4917535,8099694
"2010-2011","Fairmont State University","Other","NCAA Division II","Basketball",311894,310228,622122
"2010-2011","Fairmont State University","Other","NCAA Division II","Football",829621,0,829621
"2010-2011","Fairmont State University","Other","NCAA Division II","Non Football-Basketball",248939,423217,672156
"2010-2011","Farmingdale State University of New York","Other","NCAA Division III","Basketball",58364,57844,116208
"2010-2011","Farmingdale State University of New York","Other","NCAA Division III","Non Football-Basketball",298091,250072,548163
"2010-2011","Fayetteville State University","Other","NCAA Division II","Basketball",239221,265833,505054
"2010-2011","Fayetteville State University","Other","NCAA Division II","Football",623927,0,623927
"2010-2011","Fayetteville State University","Other","NCAA Division II","Non Football-Basketball",53941,314628,368569
"2010-2011","Felician College","Other","NCAA Division II","Basketball",281991,300612,582603
"2010-2011","Felician College","Other","NCAA Division II","Non Football-Basketball",908536,773566,1682102
"2010-2011","Ferris State University","Other","NCAA Division II","Basketball",444181,399713,843894
"2010-2011","Ferris State University","Other","NCAA Division II","Football",1135501,0,1135501
"2010-2011","Ferris State University","Other","NCAA Division II","Non Football-Basketball",1124602,1090785,2215387
"2010-2011","Ferrum College","Other","NCAA Division III","Basketball",104522,76893,181415
"2010-2011","Ferrum College","Other","NCAA Division III","Football",356851,0,356851
"2010-2011","Ferrum College","Other","NCAA Division III","Non Football-Basketball",341667,268658,610325
"2010-2011","Finlandia University","Other","NCAA Division III","Basketball",58166,53050,111216
"2010-2011","Finlandia University","Other","NCAA Division III","Non Football-Basketball",309399,326900,636299
"2010-2011","Fitchburg State University","Other","NCAA Division III","Basketball",44266,59025,103291
"2010-2011","Fitchburg State University","Other","NCAA Division III","Football",152176,0,152176
"2010-2011","Fitchburg State University","Other","NCAA Division III","Non Football-Basketball",298426,239031,537457
"2010-2011","Flagler College-St Augustine","Other","NCAA Division II","Basketball",270463,281086,551549
"2010-2011","Flagler College-St Augustine","Other","NCAA Division II","Non Football-Basketball",848157,1009758,1857915
"2010-2011","Florida Agricultural and Mechanical University","Other","NCAA Division I-AA","Basketball",989385,788214,1777599
"2010-2011","Florida Agricultural and Mechanical University","Other","NCAA Division I-AA","Football",2979986,0,2979986
"2010-2011","Florida Agricultural and Mechanical University","Other","NCAA Division I-AA","Non Football-Basketball",599438,1172645,1772083
"2010-2011","Florida Atlantic University","Other","NCAA Division I-A","Basketball",734450,432159,1166609
"2010-2011","Florida Atlantic University","Other","NCAA Division I-A","Football",6857469,0,6857469
"2010-2011","Florida Atlantic University","Other","NCAA Division I-A","Non Football-Basketball",3322481,2856257,6178738
"2010-2011","Florida Gulf Coast University","Other","NCAA Division I-AAA","Basketball",909741,995174,1904915
"2010-2011","Florida Gulf Coast University","Other","NCAA Division I-AAA","Non Football-Basketball",1530475,2302843,3833318
"2010-2011","Florida Institute of Technology","Other","NCAA Division II","Basketball",683332,560077,1243409
"2010-2011","Florida Institute of Technology","Other","NCAA Division II","Non Football-Basketball",1266161,1720534,2986695
"2010-2011","Florida International University","Other","NCAA Division I-A","Basketball",1659958,1266996,2926954
"2010-2011","Florida International University","Other","NCAA Division I-A","Football",7765954,0,7765954
"2010-2011","Florida International University","Other","NCAA Division I-A","Non Football-Basketball",1260146,3189450,4449596
"2010-2011","Florida Southern College","Other","NCAA Division II","Basketball",667584,446170,1113754
"2010-2011","Florida Southern College","Other","NCAA Division II","Non Football-Basketball",1792611,1836429,3629040
"2010-2011","Florida State University","Atlantic Coast Conference","NCAA Division I-A","Basketball",5959659,3459101,9418760
"2010-2011","Florida State University","Atlantic Coast Conference","NCAA Division I-A","Football",35870789,0,35870789
"2010-2011","Florida State University","Atlantic Coast Conference","NCAA Division I-A","Non Football-Basketball",4717144,6033172,10750316
"2010-2011","Fontbonne University","Other","NCAA Division III","Basketball",103303,63192,166495
"2010-2011","Fontbonne University","Other","NCAA Division III","Non Football-Basketball",316180,207255,523435
"2010-2011","Fordham University","Other","NCAA Division I-AA","Basketball",3356370,2106040,5462410
"2010-2011","Fordham University","Other","NCAA Division I-AA","Football",5213533,0,5213533
"2010-2011","Fordham University","Other","NCAA Division I-AA","Non Football-Basketball",2421519,4578532,7000051
